TOKEN	DiagnosticDevice	DischargeRegime	ElectrodeConfiguration	ElectrodeMaterial	Experiment	Modelling	PhysicalEffect	PhysicalQuantity	PlasmaApplication	PlasmaMedium	PlasmaProperties	PlasmaSource	PlasmaTarget	Unit	PowerSupply	Species
discharge	O	O	O	O	O	O	I-PhysicalEffect	O	I-PlasmaApplication	O	I-PlasmaProperties	O	O	O	O	O
characteristics	O	O	O	O	O	O	O	O	O	O	I-PlasmaProperties	O	O	O	O	O
such	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
transferred	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
charge	O	O	O	O	O	O	O	I-PhysicalQuantity	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
power.	O	O	O	O	O	O	O	B-PhysicalQuantity	O	B-PlasmaMedium	O	O	O	O	O	O

For	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
asymmetric	O	O	O	O	O	B-Modelling	O	O	O	O	O	O	O	O	B-PowerSupply	O
pulses	O	O	O	O	O	I-Modelling	O	O	O	O	O	O	O	O	I-PowerSupply	O
there	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
significant	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
difference	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
spatial	O	O	O	O	O	O	O	O	O	O	B-PlasmaProperties	O	O	O	O	O
structure	O	O	O	O	I-Experiment	I-Modelling	O	O	O	O	I-PlasmaProperties	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
well	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
temporal	O	O	O	O	B-Experiment	B-Modelling	O	O	O	O	B-PlasmaProperties	O	O	O	O	O
behaviour	O	O	O	O	I-Experiment	I-Modelling	O	O	O	O	I-PlasmaProperties	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
MDs	O	O	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
between	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
rising	O	O	O	O	O	O	O	O	O	O	O	O	O	O	B-PowerSupply	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
falling	O	O	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
slopes	O	O	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
high	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
voltage	O	O	O	O	O	I-Modelling	O	I-PhysicalQuantity	O	O	O	O	O	O	O	O
pulse.	O	O	O	O	O	I-Modelling	O	O	O	O	O	O	O	O	O	O

If	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
time	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
between	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
rising	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	B-PowerSupply	O
and	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	I-PowerSupply	O
falling	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	I-PowerSupply	O
slopes	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	I-PowerSupply	O
is	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
reversed	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
all	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
effects	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
reverse	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
well.	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

For	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
symmetric	O	O	O	O	O	B-Modelling	O	O	O	O	O	O	O	O	B-PowerSupply	O
pulses	O	O	O	O	O	I-Modelling	O	O	O	O	O	O	O	O	I-PowerSupply	O
there	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
no	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
significant	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
differences	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
between	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
MD	O	O	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
at	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
rising	O	O	O	O	O	O	O	O	O	O	O	O	O	O	B-PowerSupply	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
falling	O	O	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
slopes	O	O	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
which	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
accordance	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
sinusoidal	O	O	O	O	O	O	O	O	O	O	B-PlasmaProperties	O	O	O	B-PowerSupply	O
DBD	O	O	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
operation.	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

Introduction	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
There	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
increasing	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
interest	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
atmospheric	O	B-DischargeRegime	O	O	O	O	O	O	O	B-PlasmaMedium	B-PlasmaProperties	B-PlasmaSource	O	O	O	O
pressure	O	I-DischargeRegime	O	O	O	O	O	B-PhysicalQuantity	O	I-PlasmaMedium	I-PlasmaProperties	I-PlasmaSource	O	O	O	O
discharges	O	I-DischargeRegime	O	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
technological	O	O	O	O	B-Experiment	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	O
applications.	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O

Due	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
their	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
low	O	O	O	O	O	O	O	O	O	O	B-PlasmaProperties	O	O	O	O	O
gas	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	I-PlasmaProperties	O	O	O	O	O
temperature,	O	O	O	O	O	O	O	I-PhysicalQuantity	O	O	I-PlasmaProperties	O	O	O	O	O
high	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
electron	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
energy	O	O	O	O	O	O	O	I-PhysicalQuantity	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
presence	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
active	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	B-Species
species	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	I-Species
these	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
discharges	O	O	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
have	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
high	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
potential	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	I-PlasmaProperties	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
plasma	O	O	O	O	B-Experiment	O	B-PhysicalEffect	O	B-PlasmaApplication	O	O	O	O	O	O	O
chemistry	O	O	O	O	O	O	I-PhysicalEffect	O	I-PlasmaApplication	O	O	O	O	O	O	O
e.g.	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	B-PlasmaTarget	O	O	B-Species
production	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
well	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
gas	O	O	O	B-ElectrodeMaterial	B-Experiment	O	O	O	B-PlasmaApplication	B-PlasmaMedium	O	O	O	O	O	O
and	O	O	O	O	I-Experiment	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
water	O	O	O	B-ElectrodeMaterial	I-Experiment	B-Modelling	B-PhysicalEffect	O	I-PlasmaApplication	B-PlasmaMedium	O	O	O	O	O	O
purification	O	O	O	O	I-Experiment	I-Modelling	I-PhysicalEffect	O	I-PlasmaApplication	O	O	O	O	O	O	O
[1][2][3].	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

On	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
other	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
hand,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
there	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
broad	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
range	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
open	O	O	O	O	O	B-Modelling	O	O	O	O	B-PlasmaProperties	O	O	O	O	O
physical	O	O	O	O	I-Experiment	I-Modelling	O	O	O	O	I-PlasmaProperties	O	O	O	O	O
questions.	O	O	O	O	I-Experiment	I-Modelling	O	O	O	O	I-PlasmaProperties	O	O	O	O	O

In	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
addition	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
corona	O	B-DischargeRegime	O	O	B-Experiment	O	O	O	O	O	O	O	O	O	O	O
discharges	O	I-DischargeRegime	O	O	O	O	O	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
micro	O	B-DischargeRegime	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
hollow	O	I-DischargeRegime	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
cathode	O	I-DischargeRegime	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
discharges,	O	I-DischargeRegime	O	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
dielectric	O	O	B-ElectrodeConfiguration	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
barrier	O	O	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
discharges	O	O	O	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
(DBDs)	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
often	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
used	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
this	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
field	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
application.	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	O

Here,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
sinusoidal	O	B-DischargeRegime	O	B-ElectrodeMaterial	O	B-Modelling	O	O	B-PlasmaApplication	O	B-PlasmaProperties	O	O	O	B-PowerSupply	O
driven	O	I-DischargeRegime	O	O	O	I-Modelling	O	O	I-PlasmaApplication	O	O	O	O	O	I-PowerSupply	O
ones	O	O	O	O	O	I-Modelling	O	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
basically	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
used	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
practice	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	O
[4].	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

Because	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
that,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
systematic	O	O	O	O	O	B-Modelling	O	O	O	O	O	O	O	O	O	O
studies	O	O	O	O	O	I-Modelling	O	O	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
breakdown	O	O	O	O	O	O	B-PhysicalEffect	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	I-PhysicalEffect	O	O	O	O	O	O	O	O	O
airlike	O	O	O	O	O	O	O	O	O	B-PlasmaMedium	B-PlasmaProperties	O	O	O	O	O
mixtures	O	O	I-ElectrodeConfiguration	O	O	O	O	O	O	I-PlasmaMedium	I-PlasmaProperties	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
mostly	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
performed	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
sinusoidal	O	O	O	O	O	O	O	O	O	O	O	O	O	O	B-PowerSupply	O
driven	O	O	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
dielectric	O	O	B-ElectrodeConfiguration	B-ElectrodeMaterial	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
barrier	O	O	O	I-ElectrodeMaterial	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
microdischarges	O	O	O	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
(MDs)	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
[5,6].	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

In	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
recent	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
years,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
however,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
there	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
applications	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	O
where	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
pulsed	O	B-DischargeRegime	O	O	O	O	O	O	O	O	O	O	O	O	B-PowerSupply	O
driven	O	I-DischargeRegime	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
discharges	O	I-DischargeRegime	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
show	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
better	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
efficiency	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
pollution	O	O	O	O	O	O	B-PhysicalEffect	O	B-PlasmaApplication	O	O	O	B-PlasmaTarget	O	O	O
removal	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
than	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
sinusoidal	O	B-DischargeRegime	O	B-ElectrodeMaterial	O	O	O	O	O	O	B-PlasmaProperties	O	O	O	B-PowerSupply	O
driven	O	I-DischargeRegime	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
ones.	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

First	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
investigations	O	O	O	O	O	B-Modelling	O	O	O	O	O	O	O	O	O	O
were	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
performed	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
oxygen-nitrogen	O	O	O	B-ElectrodeMaterial	B-Experiment	O	O	O	O	B-PlasmaMedium	O	O	O	O	O	B-Species
mixtures	O	O	O	O	O	O	O	O	O	I-PlasmaMedium	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	B-PlasmaTarget	O	O	O
production.	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O

Salge	B-DiagnosticDevice	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
et	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
al	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
[7]	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
showed	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
considerable	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
improvement	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
efficiency	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	B-PlasmaProperties	O	B-PlasmaTarget	O	O	B-Species
production	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
when	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
discharge	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
was	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
driven	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
pulsed	O	B-DischargeRegime	O	O	B-Experiment	O	O	O	O	O	O	B-PlasmaSource	O	O	B-PowerSupply	O
mode.	O	I-DischargeRegime	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O

Similar	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
results	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozonizers	B-DiagnosticDevice	B-DischargeRegime	O	O	O	B-Modelling	O	O	B-PlasmaApplication	O	O	O	O	O	O	B-Species
were	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
found	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
