TOKEN	DiagnosticDevice	DischargeRegime	ElectrodeConfiguration	ElectrodeMaterial	Experiment	Modelling	PhysicalEffect	PhysicalQuantity	PlasmaApplication	PlasmaMedium	PlasmaProperties	PlasmaSource	PlasmaTarget	Unit	PowerSupply	Species
directly	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
dielectric	O	O	B-ElectrodeConfiguration	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	O	O	O	O
plate.	O	O	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	O	O	O	O

The	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
accumulation	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	O
over	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
several	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
discharge	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
events	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
showed	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
propagation	O	O	O	O	O	O	B-PhysicalEffect	O	O	O	O	O	O	O	O	O
front	O	O	O	O	O	O	I-PhysicalEffect	O	O	O	O	O	O	O	O	O
evolving	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
electrode	O	O	B-ElectrodeConfiguration	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
tip,	O	O	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
while	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
images	O	O	O	O	B-Experiment	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
single	O	B-DischargeRegime	O	O	O	O	O	O	O	O	O	O	O	O	O	O
discharges	O	I-DischargeRegime	O	O	O	O	O	O	O	O	O	O	O	O	O	O
showed	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
non-uniform	O	B-DischargeRegime	O	O	O	O	O	O	O	O	B-PlasmaProperties	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	I-PlasmaProperties	O	O	O	O	O
branched	O	O	O	O	O	O	O	O	O	O	I-PlasmaProperties	O	O	O	O	O
structure	O	O	O	O	O	O	O	O	O	O	I-PlasmaProperties	O	O	O	O	O
of	O	O	O	O	O	I-Modelling	O	O	O	O	O	O	O	O	O	O
discharge	O	O	B-ElectrodeConfiguration	O	O	I-Modelling	O	O	O	O	O	O	O	O	O	O
channels.	O	I-DischargeRegime	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	O	O	O	O

The	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
electrode	B-DiagnosticDevice	O	B-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	O	O	O	O
polarity	O	O	I-ElectrodeConfiguration	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
influenced	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
discharge	O	O	O	O	O	O	B-PhysicalEffect	O	O	O	B-PlasmaProperties	B-PlasmaSource	O	O	O	O
expansion	O	O	O	O	O	O	I-PhysicalEffect	O	O	O	I-PlasmaProperties	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
propagation	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
velocity.	O	O	O	O	O	O	O	I-PhysicalQuantity	O	O	O	O	O	O	O	O

Positive	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
polarity	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
metallic	O	O	B-ElectrodeConfiguration	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	O	O	O	O
electrode	B-DiagnosticDevice	O	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	O	O	O	O
(rising	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
slope	O	O	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
HV	O	O	O	O	O	O	O	O	O	O	O	O	O	O	B-PowerSupply	O
pulses)	O	O	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
led	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
cathode-directed	O	B-DischargeRegime	O	O	O	O	B-PhysicalEffect	O	O	O	O	O	O	O	O	O
streamer	O	B-DischargeRegime	O	O	O	O	I-PhysicalEffect	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
higher	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
propagation	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
velocities	O	O	O	O	O	O	O	I-PhysicalQuantity	O	O	O	O	O	O	O	O
(5	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
×	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
10	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
5	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
m/s)	O	O	O	O	O	O	O	O	O	O	O	O	O	B-Unit	O	O
than	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
negative	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
polarity	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
(relative	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
surface	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	B-PlasmaTarget	O	O	O
charges;	O	O	O	O	O	O	O	I-PhysicalQuantity	O	O	O	O	O	O	O	O
falling	O	O	O	O	O	O	O	O	O	O	O	O	O	O	B-PowerSupply	O
slope).	O	O	O	O	O	O	O	O	O	O	O	O	O	O	I-PowerSupply	O

The	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
increase	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
O2	O	O	O	B-ElectrodeMaterial	O	O	O	O	O	B-PlasmaMedium	B-PlasmaProperties	O	B-PlasmaTarget	O	O	B-Species
content	O	O	O	O	O	O	O	O	O	I-PlasmaMedium	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
N2	O	O	O	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	O	O	O	B-Species
from	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
0.1	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
20	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
vol%	O	O	O	O	O	O	O	O	O	O	O	O	O	B-Unit	O	O
resulted	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
decrease	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
discharge	O	O	O	O	O	O	B-PhysicalEffect	O	O	O	O	B-PlasmaSource	O	O	O	O
duration	O	O	O	O	O	O	I-PhysicalEffect	B-PhysicalQuantity	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
increase	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
streamer	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
velocities.	O	O	O	O	O	O	O	I-PhysicalQuantity	O	O	O	O	O	O	O	O

Introduction	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
Dielectric	O	O	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
barrier	O	O	O	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
discharges	O	O	O	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
(DBDs)	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
create	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
transient	O	B-DischargeRegime	O	O	O	O	O	O	O	O	O	O	O	O	O	O
non-thermal	O	O	O	O	O	O	O	O	O	O	B-PlasmaProperties	O	O	O	O	O
plasma	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
[1,2]	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
gas	O	O	O	B-ElectrodeMaterial	O	O	O	O	O	B-PlasmaMedium	O	O	O	O	O	O
volume	O	O	O	O	O	O	O	B-PhysicalQuantity	O	I-PlasmaMedium	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
electrode	O	O	B-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	O	O	O	O
surface	O	O	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	B-PlasmaTarget	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
often	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
used	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
plasma	O	O	O	O	B-Experiment	B-Modelling	B-PhysicalEffect	O	B-PlasmaApplication	O	O	O	O	O	O	O
chemistry.	O	O	O	O	O	I-Modelling	I-PhysicalEffect	O	I-PlasmaApplication	O	O	O	O	O	O	O

Surface	O	B-DischargeRegime	O	O	B-Experiment	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
dielectric	O	O	I-ElectrodeConfiguration	O	I-Experiment	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
barrier	O	O	I-ElectrodeConfiguration	O	I-Experiment	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
discharges	O	O	O	O	I-Experiment	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
(SDBDs)	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
frequently	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
used	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
e.g.	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

gas	O	O	O	O	B-Experiment	B-Modelling	O	O	B-PlasmaApplication	B-PlasmaMedium	O	O	O	O	O	O
flow	O	O	O	O	I-Experiment	I-Modelling	O	O	I-PlasmaApplication	I-PlasmaMedium	O	O	O	O	O	O
control	O	O	O	O	I-Experiment	I-Modelling	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
or	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
surface	O	B-DischargeRegime	O	O	B-Experiment	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	O
cleaning	O	O	O	O	I-Experiment	O	I-PhysicalEffect	O	I-PlasmaApplication	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
modification	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	O
[3,4]	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
recently	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
antibacterial	O	O	O	B-ElectrodeMaterial	B-Experiment	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	O
treatment	O	O	O	O	I-Experiment	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
fruits	O	O	O	B-ElectrodeMaterial	O	O	O	O	I-PlasmaApplication	O	O	O	B-PlasmaTarget	O	O	O
[5].	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

Sato	B-DiagnosticDevice	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
et	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
al.	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

[6]	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
used	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
surface	O	B-DischargeRegime	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
discharges	O	I-DischargeRegime	O	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
exhaust	O	O	O	O	B-Experiment	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	O
cleaning	O	O	O	O	I-Experiment	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
automobile	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	B-PlasmaProperties	O	O	O	O	O
gases	O	O	O	O	O	O	O	O	I-PlasmaApplication	B-PlasmaMedium	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
especially	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
designed	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
honeycomb	B-DiagnosticDevice	O	B-ElectrodeConfiguration	O	B-Experiment	B-Modelling	O	O	O	O	O	O	O	O	B-PowerSupply	O
reactor.	I-DiagnosticDevice	O	I-ElectrodeConfiguration	O	I-Experiment	I-Modelling	O	O	O	O	O	O	O	O	O	O

Several	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
studies	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
deal	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
active	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
flow	O	O	O	O	O	O	I-PhysicalEffect	B-PhysicalQuantity	B-PlasmaApplication	O	O	O	O	O	O	O
control	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
actuators	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	B-Species
on	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
basis	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
surface	O	O	O	O	O	O	O	O	O	O	O	O	B-PlasmaTarget	O	O	O
nonthermal	O	O	O	O	O	O	O	O	O	O	B-PlasmaProperties	O	O	O	O	O
plasmas,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
such	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
[3,[7][8][9][10]	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
used	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
different	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
discharge	O	O	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
configurations	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
generate	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
flow	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
several	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
m/s	O	O	O	O	O	O	O	O	O	O	O	O	O	B-Unit	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
boundary	O	O	O	O	O	B-Modelling	O	O	O	O	O	O	O	O	O	O
layer	O	O	O	O	O	I-Modelling	O	O	O	O	O	O	O	O	O	O
along	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
surface,	O	O	O	O	O	O	O	O	O	O	O	O	B-PlasmaTarget	O	O	O
mainly	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
focussing	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
strip-on-plane	O	O	O	O	B-Experiment	O	O	O	O	O	O	O	O	O	O	O
or	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
pin-on-plane	O	O	B-ElectrodeConfiguration	O	B-Experiment	O	O	O	O	O	O	O	O	O	O	O
geometries	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
[7,11].	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

The	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
influences	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
sinusoidal	O	O	O	B-ElectrodeMaterial	O	O	O	O	O	O	B-PlasmaProperties	O	O	O	B-PowerSupply	O
[8,12,13]	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
pulsed	O	O	O	O	O	O	O	O	O	O	O	O	O	O	B-PowerSupply	O
[11,[14][15][16][17][18]	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
voltages	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
SDBDs	O	B-DischargeRegime	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
on	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
flow	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
been	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
analysed	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
experimentally,	O	O	O	O	B-Experiment	O	O	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
well	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
modelling	O	O	O	O	O	B-Modelling	O	O	O	O	O	O	O	O	O	O
[19][20][21].	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

On	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
other	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
hand,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
partial	O	B-DischargeRegime	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
discharges	O	I-DischargeRegime	O	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
on	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
dielectric	O	O	B-ElectrodeConfiguration	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	B-PlasmaTarget	O	O	O
surfaces	O	O	I-ElectrodeConfiguration	I-ElectrodeMaterial	O	O	O	O	O	O	O	O	I-PlasmaTarget	O	O	O
are	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
