sentence_id,paper_id,sentence_index,paper_title,doi,source_text_path,source_bio_path,text
paper_001:s0011,paper_001,11,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,without costly vacuum equipment [6].
paper_001:s0012,paper_001,12,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,It can be achieved by a sufficient pre-ionisation or charge carrier supply from the dielectric barriers [7][8][9][10].
paper_001:s0013,paper_001,13,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"Additionally, pre-ionisation significantly effects the development and properties of DBDs in the filamentary regime [11][12][13][14]."
paper_001:s0014,paper_001,14,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"It has been shown that the pulse width and the amount of O 2 have a relevant impact on the pre-ionisation level in pulsed DBDs operated in N 2 -O 2 gas mixtures and, thus, on breakdown voltage, streamer velocity and discharge duration in a single-filament arrangement [15]."
paper_001:s0015,paper_001,15,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"Pre-ionisation, which means the amount of charge carriers (especially electrons) before discharge inception, affects the discharge by changing the electric field distribution in the gap prior to the breakdown (space charges) and by providing additional free charge carriers, e.g."
paper_001:s0016,paper_001,16,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,for electron impact ionisation.
paper_001:s0017,paper_001,17,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"In this contribution, a DBD in N 2 with admixtures of nitrous oxide (N 2 O) is studied in a single-filament configuration."
paper_001:s0018,paper_001,18,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"DBDs in planar electrode arrangements in pure nitrogen are known to form a Townsend discharge, also known as atmospheric pressure Townsend discharge (APTD) [8,9,16]."
paper_001:s0019,paper_001,19,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"However, it has not been studied in detail yet, whether pulsed operation in N 2 also leads to a uniform DBD and how the admixture of more complex molecules in pulsed DBDs affects their regime and breakdown characteristics."
paper_001:s0020,paper_001,20,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"N 2 O is an oxide of nitrogen, which is chemically inert at standard conditions, and known as a greenhouse gas."
paper_001:s0021,paper_001,21,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"From the physics perspective, it is interesting to study the influence of N 2 O on the discharge physics due to its electronegativity and reactivity."
paper_001:s0022,paper_001,22,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"For example, O -ions are formed by dissociative electron attachment at low electron energies of about 1 eV [17], and the attachment cross section differ from those for oxygen significantly [18]."
paper_001:s0023,paper_001,23,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"At elevated temperatures or in non-thermal plasmas, it acts as an oxidising agent due to the release of the oxygen atom by breaking its bond with the central nitrogen atom [19]."
paper_001:s0024,paper_001,24,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"Therefore, it is not only used as an anaesthetic or analgesic, but also to increase the output of combustion engines [20]."
paper_001:s0025,paper_001,25,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"Furthermore, it is also used in plasma enhanced chemical vapour deposition (PE-CVD) of oxide layers [21], and other thin films [22]."
paper_001:s0026,paper_001,26,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"These are low pressure processes, but alternatives for the operation at elevated pressures could be interesting for industry [23]."
paper_001:s0027,paper_001,27,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,The effect of N 2 O addition in a sinusoidal-operated APTD has been studied and compared with the effect of adding O 2.
paper_001:s0028,paper_001,28,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"Both admixtures finally lead to filamentation, but the threshold concentration for N 2 O is an order of magnitude higher (i.e."
paper_001:s0029,paper_001,29,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,about 1200 ppm) than for O 2 for sine-driven DBDs [24].
paper_001:s0030,paper_001,30,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"In this context, N 2 O can be considered as a compound having a similar influence on the discharge physics as a precursor."
paper_001:s0031,paper_001,31,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"Consequently, this work is dedicated to study the discharge characteristics and modes of pulsed, single-filament DBDs in dependence of N 2 O admixture to N 2, and provides a comparison to the known impact of O 2 in N 2."
paper_001:s0032,paper_001,32,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"Furthermore, basic processes were analysed using 0D modelling of reaction kinetics for varying N 2 O concentration to support the interpretation of the experimental results."
paper_001:s0033,paper_001,33,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,Experimental set-up A symmetric double-sided DBD arrangement with half-spherical alumina-covered metal electrodes was used in the experiments.
paper_001:s0034,paper_001,34,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"Due to this configuration, the filament was spatially fixed in the gap."
paper_001:s0035,paper_001,35,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,The electrodes with a gap width of 1 mm were located in a vacuum tight glass cell (see figure 1).
paper_001:s0036,paper_001,36,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"The dielectric barrier thickness was about 0.5 mm, which was determined by x-ray measurements of the electrodes."
paper_001:s0037,paper_001,37,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"Before filling the cell with a specific gas mixture, it was evacuated by a turbo pump (Pfeiffer TSH261) down to about 10 -6 mbar."
paper_001:s0038,paper_001,38,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,An additional membrane pump (Pfeiffer MVP 020-3 AC) was used as a process pump in a bypass to set the pressure in the cell to 1 bar.
paper_001:s0039,paper_001,39,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"The total gas flow through the cell was set to 100 sccm by mass flow controllers connected to gas cylinders (N 2, purity 5.0)."
paper_001:s0040,paper_001,40,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,The investigated gas mixtures were varied from virtually pure N 2 to 10 vol% N 2 O in N 2.
paper_001:s0041,paper_001,41,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"The O 2 impurity of the used gas mixtures was examined by an oxygen sensor (ZIROX SGM 7.4), and the measured impurity was below 30 ppm O 2, i.e."
paper_001:s0042,paper_001,42,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,virtually pure N 2 means 30 ppm O 2.
paper_001:s0043,paper_001,43,Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure,10.1088/1361-6463/ab4944,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/Impact of N2O admixture on the characteristics of pulsed dielectric barrier discharges in N2 at atmospheric pressure.txt,"Unipolar square wave pulses with 10 kV amplitude, 10 kHz repetition frequency (f rep), and a pulse width of 10 µs (pulse source DEI PVX-4110) were used to drive the DBDs."
